id	parent_id	language	ontology	other_parents	label	definition	ul_label	ui_definition	ui_help	deprecated	replaced_by	oboInOwl_hasSynonym	oboInOwl_hasBroadSynonym	oboInOwl_hasExactSynonym	oboInOwl_hasNarrowSynonym	IAO_0000118
ARO:3004365	ARO:3004360		GENEPIO		British Society for Antimicrobial Chemotherapy (BSAC)	BSAC is a British inter-professional organisation involved in antibiotic education, research and leadership. Baquero F. found that the BSAC system recommends lower breakpoints than the consensus standard of all systems for antimicrobial susceptibility testing used in Europe (BSAC, DIN, SFM, SIR, NCCLS and WRG).										
ARO:3004366	ARO:3004360		GENEPIO		Clinical and Laboratory Standards Institute (CLSI)	The Clinical and Laboratory Standards Institute develops and implements clinical laboratory testing standards.										
ARO:3004367	ARO:3004360		GENEPIO		Deutsches Institut für Normung (DIN)	DIN is recognized by the Federal Government of Germany as the competent standards organization for Germany and as the national standards body representing Germany in non-governmental international standards organizations. Baquero F. found that the DIN system recommends lower breakpoints than the consensus standard of all systems for antimicrobial susceptibility testing used in Europe (BSAC, DIN, SFM, SIR, NCCLS and WRG).										
ARO:3004368	ARO:3004360		GENEPIO		European Committee on Antimicrobial Susceptibility Testing (EUCAST)	EUCAST is a standing committee jointly organized by ESCMID, ECDC and European national breakpoint committees; it deals with breakpoints and technical aspects of phenotypic in-vitro antimicrobial susceptibility testing.										
ARO:3004369	ARO:3004360		GENEPIO		Société Française de Microbiologie (SFM)	The French Society of Microbiology (SFM) is a non-profit association which aims to bring together microbiologists from French-speaking countries, working in the domains of bacteria, viruses, Fungi and parasites, and related medical, industrial and environmental microbiology, physiology, genetics, taxonomy, hygiene, and antimicrobial agents. Baquero F. found that the SFM system recommends higher breakpoints than the consensus standard of all systems for antimicrobial susceptibility testing used in Europe (BSAC, DIN, SFM, SIR, NCCLS and WRG).										
GENEPIO:0002067	ARO:3004360		GENEPIO		National Committee on Clinical Laboratory Standards (NCCLS)	On January 1, 2005 the National Committee on Clinical Laboratory Standards (NCCLS) changed its name to CLSI					ARO:3004366					
GENEPIO:0002069	ARO:3004360		GENEPIO		SIR											
GENEPIO:0002070	ARO:3004360		GENEPIO		WRG											
ARO:3004394	ARO:3004388		GENEPIO		ATP bioluminescence assay	Relies on the indirect measurement of microbe populations by quantifying microbial ATP production.										
ARO:3004395	ARO:3004388		GENEPIO		flow cytofluorometric method	Microbes exposed to antimicrobial agents are then stained with the intercalating agent propidium iodide. Damaged cells emit a positive signal that is detected by flow cytometry analysis. Flow cytometry can also be used to discriminate between dead, damaged and live cells.										
ARO:3004396	ARO:3004388		GENEPIO		mechanism-specific test	Test that directly detect the presence of a particular resistance mechanism.										
ARO:3004392	ARO:3004388		GENEPIO		thin-layer chromatography (TLC)-bioautography	Components of complex mixtures such as plant extracts are separated across a TLC plate and tested for anti-microbial activity.										
ARO:3004393	ARO:3004388		GENEPIO		time-kill test	Allows for time-dependent or concentration-dependent analysis of antimicrobial effects. Several tubes of broth culture medium containing a suspension of the test microbe are treated with varying concentrations of the antimicrobial agent and the percentage of dead cells determined at various time points.										
ARO:3004398	ARO:3004390		GENEPIO		automated testing platform	Automated system of analysis for determining antimicrobial susceptibility.										
ARO:3004399	ARO:3004390		GENEPIO		manual testing platform	Non-automated system of analysis for determining antimicrobial susceptibility.										
ARO:3004412	ARO:3004391		GENEPIO		agar plug diffusion method	This method is commonly used to study the antagonism between microorganisms. The first bacterial strain is inoculated onto agar plates in tight streaks. The bacteria will secrete molecules that diffuse in the agar medium; this medium is cut and placed on another agar plate inoculated with another microorganism.										
ARO:3004411	ARO:3004391		GENEPIO		agar well diffusion method	This test is a common method of evaluating the antimicrobial activity of plants or microbial extracts. In this method, bacteria are inoculated onto agar plates and the antimicrobial agent is injected into the plate and allowed to diffuse.										
ARO:3004413	ARO:3004391		GENEPIO		cross streak method	This method is commonly used to study the antagonism between microorganisms. The microbial strain of interest is seeded by a single streak in the center of the agar plate. After incubation, the plate is seeded with the second microorganism by single streak perpendicular to the central streak.										
ARO:3004414	ARO:3004392		GENEPIO		agar diffusion bioautography	The antimicrobial agent is transferred from a chromatogram to an agar plate previously inoculated with the test microorganism.										
ARO:3004416	ARO:3004392		GENEPIO		agar overlay bioautography	The TLC plate is covered with a molten agar medium seeded with the test microbe and the antimicrobial compounds are allowed to diffuse onto the agar medium. Tetrazolium dye staining allows for visualization.										
ARO:3004415	ARO:3004392		GENEPIO		direct bioautography	A developed TLC plate is dipped into or sprayed with a microbial suspension and then incubated. Live microbial cells are visualized using tetrazolium salts.										
ARO:3004420	ARO:3004396		GENEPIO		chloramphenicol acetyltransferase assay (CAT)	Commercial colorimetric assay for detection of chloramphenicol modifying enzyme chloramphenicol acetyltransferase.										
ARO:3004419	ARO:3004396		GENEPIO		chromogenic cephalosporinase test	Assay for beta lactamase detection										
NCIT:C85697	ARO:3004397		GENEPIO		Macro Broth Dilution Method	A method to determine the minimum inhibitory concentration (MIC) of antibiotics in which growth media is pipetted into a test tube. Each tube contains a known concentration of drug and is inoculated with a known quantity of bacteria. The tubes are incubated for a specified period of time and each is assessed for bacterial cell growth. The drug concentration in the first tube showing no growth is known as the MIC for that antibiotic.										
NCIT:C85701	ARO:3004397		GENEPIO		Micro Broth Dilution Method	A method to determine the minimum inhibitory concentration (MIC) of antibiotics in which growth media is pipetted into a multi-well plate. Each well contains a known concentration of drug which is inoculated with a known quantity of bacteria. The plate is incubated for a specified period of time and each well is assessed for bacterial cell growth. The drug concentration in the first well showing no growth is known as the MIC for that antibiotic.										
ARO:3004410	ARO:3004397		GENEPIO		micro broth dilution method	Broth dilution conducted on 96-well microtiter plates (≤200 µL per well).										
ARO:3004400	ARO:3004398		GENEPIO		MicroScan	Specific automated system of analysis for determining antimicrobial susceptibility developed by Omron.										
ARO:3004401	ARO:3004398		GENEPIO		Phoenix	Specific automated system of analysis for determining antimicrobial susceptibility developed by Becton Dickinson.										
ARO:3004402	ARO:3004398		GENEPIO		Sensitire	Specific automated system of analysis for determining antimicrobial susceptibility developed by Trek, Thermo Fisher Scientific.										
ARO:3004403	ARO:3004398		GENEPIO		Vitek System	Specific automated system of analysis for determining antimicrobial susceptibility developed by bioMérieux.										
ARO:3004405	ARO:3004404		GENEPIO		Becton Dickinson	Specific vendor of automated system of analysis for determining antimicrobial susceptibility headquartered in New Jersey, USA. Becton Dickinson is the developer of the Phoenix automated testing platform.										
ARO:3004408	ARO:3004404		GENEPIO		Omron	Specific vendor of automated system of analysis for determining antimicrobial susceptibility based in Japan. Omron is the developer of the MicroScan automated testing platform.										
ARO:3004407	ARO:3004404		GENEPIO		Siemens	Specific vendor of automated system of analysis for determining antimicrobial susceptibility headquartered in Berlin and Munich.										
ARO:3004409	ARO:3004404		GENEPIO		Trek	Specific vendor of automated system of analysis for determining antimicrobial susceptibility that was acquired by Thermo Fisher Scientific Inc. Thermo Fisher Scienfiic Inc. is headquartered in Massachusetts, USA.  Trek is the developer of the Sensitire automated testing platform.										
ARO:3004406	ARO:3004404		GENEPIO		bioMérieux	Specific vendor of automated system of analysis for determining antimicrobial susceptibility headquartered in France. bioMérieux is the developer of the Vitek automated testing platform.										
HP:0031292	ARO:3004430		GENEPIO	HP:0011123	Cutaneous abscess	A circumscribed area of pus or necrotic debris in the skin.										
NCIT:C12471	ARO:3004430		GENEPIO		Soft Tissue	A general term comprising tissue that is not hardened or calcified; including muscle, fat, blood vessels, nerves, tendons, ligaments and fascia.										
MPATH:608	ARO:3004430		GENEPIO	MPATH:607	abscess	A circumscribed collection of purulent exudate frequently associated with swelling and other signs of inflammation.										
DOID:13148	ARO:3004430		GENEPIO	DOID:1679	acute cystitis	A cystitis characterized by a sudden onset or severe symptoms.										
UBERON:0003134	ARO:3004430		GENEPIO	UBERON:0003133	female reproductive organ	A female organ involved in reproduction										
UBERON:0003135	ARO:3004430		GENEPIO	UBERON:0003133	male reproductive organ	A male organ involved in reproduction										
DOID:10690	ARO:3004430		GENEPIO	DOID:3463	mastitis											
DOID:1579	ARO:3004430		GENEPIO	DOID:7	respiratory system disease	A disease of anatomical entity that located_in the respiratory system which extends from the nasal sinuses to the diaphragm.										
DOID:37	ARO:3004430		GENEPIO	DOID:16	skin disease	An integumentary system disease that is located_in skin.										
UBERON:0001003	ARO:3004430		GENEPIO	UBERON:0007376|UBERON:3000961	skin epidermis	The outer epithelial layer of the skin that is superficial to the dermis.										
SYMP:0000092	ARO:3004430		GENEPIO	SYMP:0000488	skin lesion	Skin lesion is a skin and integumentary tissue symptom characterized as an abnormal change in structure of the skin that is especially circumscribed and well defined due to injury or disease.										
ARO:3004433	ARO:3004431		GENEPIO		non wild-type	A microbe whose susceptibility to antibiotics differs from that of a reference susceptible microbe, meaning that the microbe is resistant to the particular antibiotic.										
ARO:3004432	ARO:3004431		GENEPIO		wild-type	A microbe whose susceptibility to antibiotics is comparable to that of a reference susceptible microbe, meaning that the microbe is sensitive to the particular antibiotic.										
ARO:3004300	ARO:3004440		GENEPIO		intermediate antimicrobial phenotype	Intermediate sensitivity of a bacterial strain to a given antibiotic occurs when it is inhibited by a concentration of the drug that is associated with uncertain therapeutic effect. The elimination of intermediate phenotype bacteria may depend on the site of infection and/or the concentration of the administered drug.										
ARO:3004303	ARO:3004440		GENEPIO		nonsusceptible antimicrobial phenotype	A bacterial strain is said to be nonsusceptible to a given antibiotic drug if it demonstrates either an intermediate or resistant phenotype when exposed to a concentration of a drug that is associated with a high likelihood of therapeutic failure, i.e. if the bacterial strain is not susceptible to the antibiotic drug but not necessarily totally resistant under all conditions.										
ARO:3004301	ARO:3004440		GENEPIO		resistant antimicrobial phenotype	A bacterial strain is said to be resistant to a given antibiotic when it is inhibited in vitro by a concentration of this drug that is associated with a high likelihood of therapeutic failure.										
ARO:3004302	ARO:3004440		GENEPIO		susceptible antimicrobial phenotype	A bacterial strain is said to be susceptible to a given antibiotic when it is inhibited in vitro by a concentration of a drug that is associated with a high likelihood of therapeutic success										
ARO:3004304	ARO:3004440		GENEPIO		susceptible dose dependent antimicrobial phenotype	A bacterial strain is said to be susceptible-dose dependent (SDD) to a given antibiotic when growth is inhibited with a high likelihood of therapeutic success, but when multiple approved dosing options exist. When a higher or more frequent dose is used, the predicted therapeutic result is the same as for susceptible individuals.										
BFO:0000002	BFO:0000001		GENEPIO		continuant	An entity that exists in full at any time in which it exists at all, persists through time while maintaining its identity and has no temporal parts.										
BFO:0000003	BFO:0000001		GENEPIO		occurrent	An entity that has temporal parts and that happens, unfolds or develops through time.										
BFO:0000031	BFO:0000002		GENEPIO		generically dependent continuant	b is a generically dependent continuant = Def. b is a continuant that g-depends_on one or more other entities. (axiom label in BFO2 Reference: [074-001])										
BFO:0000004	BFO:0000002		GENEPIO		independent continuant	b is an independent continuant = Def. b is a continuant which is such that there is no c and no t such that b s-depends_on c at t. (axiom label in BFO2 Reference: [017-002])										
BFO:0000020	BFO:0000002		GENEPIO		specifically dependent continuant	A continuant that inheres in or is borne by other entities. Every instance of A requires some specific instance of B which must always be the same.										
BFO:0000015	BFO:0000003		GENEPIO		process	An occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t.										
UBERON:0000000	BFO:0000003		GENEPIO		processual entity	An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.										
BFO:0000035	BFO:0000003		GENEPIO		process boundary	p is a process boundary =Def. p is a temporal part of a process & p has no proper temporal parts. (axiom label in BFO2 Reference: [084-001])										
BFO:0000011	BFO:0000003		GENEPIO		spatiotemporal region											
BFO:0000008	BFO:0000003		GENEPIO		temporal region											
BFO:0000040	BFO:0000004		GENEPIO		material entity	An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.										
BFO:0000141	BFO:0000004		GENEPIO		immaterial entity											
BFO:0000026	BFO:0000006		GENEPIO		one-dimensional spatial region											
BFO:0000028	BFO:0000006		GENEPIO		three-dimensional spatial region											
BFO:0000009	BFO:0000006		GENEPIO		two-dimensional spatial region											
BFO:0000018	BFO:0000006		GENEPIO		zero-dimensional spatial region											
BFO:0000038	BFO:0000008		GENEPIO		one-dimensional temporal region											
BFO:0000148	BFO:0000008		GENEPIO		zero-dimensional temporal region											
GO:0008150	BFO:0000015		GENEPIO		biological process	Any process specifically pertinent to the functioning of integrated living units: cells, tissues, organs, and organisms. A process is a collection of molecular events with a defined beginning and end. 										
EFO:0000399	BFO:0000015		GENEPIO		developmental stage	A developmental stage is spatiotemporal region encompassing some part of the life cycle of an organism, e.g. blastula stage										
OGMS:0000063	BFO:0000015		GENEPIO		disease course	The totality of all processes through which a given disease instance is realized.										
OBI:0000011	BFO:0000015		GENEPIO		planned process	A processual entity that realizes a plan which is the concretization of a plan specification.										
ENVO:02500000	BFO:0000015		GENEPIO		environmental system process	A process in which includes the components of an environmental system as participants.										
FOODON:00002451	BFO:0000015		GENEPIO		food transformation process	A process involving the physical transformation of a food source or food product into some derived organic material or food product										
BFO:0000182	BFO:0000015		GENEPIO		history											
GENEPIO:0001444	BFO:0000015		GENEPIO		human general activity											
IDO:0000502	BFO:0000015		GENEPIO		infectious disease epidemic	A process of infectious disease realizations and for which there is a statistically significant increase in the infectious disease incidence of a population.										
APOLLO_SV:00000140	BFO:0000015		GENEPIO		infectious period											
APOLLO_SV:00000118	BFO:0000015		GENEPIO		latent period											
BFO:0000144	BFO:0000015		GENEPIO		process profile	b is a process_profile =Def. there is some process c such that b process_profile_of c (axiom label in BFO2 Reference: [093-002])										
DOID:4	BFO:0000016		GENEPIO		disease	A disease is a disposition (i) to undergo pathological processes that (ii) exists in an organism because of one or more disorders in that organism.										
GENEPIO:0001205	BFO:0000016		GENEPIO		dietary restriction											
BFO:0000034	BFO:0000016		GENEPIO		function											
IDO:0000451	BFO:0000016		GENEPIO		invasive disposition	A disposition borne by an infectious agent that is the disposition to penetrate the epithelial barriers of an organism of another Species.										
IDO:0000444	BFO:0000016		GENEPIO		protective resistance	A disposition that inheres in a material entity in virtue of the fact that the entity has a part (e.g. a gene product), which itself has a disposition to mitigate damage to the entity.										
OGMS:0000031	BFO:0000016		GENEPIO		disease	A disposition (i) to undergo pathological processes that (ii) exists in an organism because of one or more disorders in that organism.										
BFO:0000016	BFO:0000017		GENEPIO		disposition											
BFO:0000023	BFO:0000017		GENEPIO		role	A realizable entity  the manifestation of which brings about some result or end that is not essential to a continuant  in virtue of the kind of thing that it is but that can be served or participated in by that kind of continuant  in some kinds of natural, social or institutional contexts.										
NCIT:C3833	BFO:0000019		GENEPIO		Asymptomatic	Without clinical signs or indications that raise the possibility of a particular disorder or dysfunction.										
OMIT:0020789	BFO:0000019		GENEPIO		Disease Attributes											
ARO:3004299	BFO:0000019		GENEPIO		antimicrobial phenotype	Qualitative description of a microbe’s response to antimicrobial agents and the expected clinical outcome. Bacteria may be susceptible or resistant to a broad range of antibiotic drugs or drug classes, with several intermediate states or phases.										
PATO:0001241	BFO:0000019		GENEPIO	PATO:0000001	physical object quality	A quality which inheres in a continuant.										
PATO:0000068	BFO:0000019		GENEPIO	PATO:0000001	qualitative											
SYMP:0000462	BFO:0000019		GENEPIO		symptom	A symptom is a perceived change in function, sensation, loss, disturbance or appearance reported by a patient indicative of a disease.										
GENEPIO:0001843	BFO:0000019		GENEPIO		health status history datum	A health status history datum is a record of the longer-term pattern or presence of a given patient's health status.										
GENEPIO:0001812	BFO:0000019		GENEPIO		health status trend datum	A health status trend is a short-term prognosis about whether health is improving, worsening or unchanging										
BFO:0000145	BFO:0000019		GENEPIO		relational quality	b is a relational quality = Def. for some independent continuants c, d and for some time t: b quality_of c at t & b quality_of d at t. (axiom label in BFO2 Reference: [057-001])										
HP:0012830	BFO:0000019		GENEPIO													
HP:0000118	BFO:0000019		GENEPIO		Phenotypic abnormality	A phenotypic abnormality.										
PATO:0000001	BFO:0000020		GENEPIO		quality	A dependent entity that inheres in a bearer by virtue of how the bearer is related to other entities										
BFO:0000019	BFO:0000020		GENEPIO		quality											
BFO:0000017	BFO:0000020		GENEPIO		realizable entity	A specifically dependent continuant  that inheres in continuant  entities and are not exhibited in full at every time in which it inheres in an entity or group of entities. The exhibition or actualization of a realizable entity is a particular manifestation, functioning or process that occurs under certain circumstances.										
NCIT:C114551	BFO:0000023		GENEPIO		Organization Role	A title that describes the function of a designated group, governing body, or institution.										
CHEBI:24432	BFO:0000023		GENEPIO		biological role	A role played by the molecular entity or part thereof within a biological context.										
OBI:0000571	BFO:0000023		GENEPIO		manufacturer role	Manufacturer role is a role which inheres in a person or organization and which is realized by a manufacturing process.										
OBI:0000718	BFO:0000023		GENEPIO	GENEPIO:0001172	pathogen role	pathogen role is a role which inheres in an organism and realized in the process of disease course in the organism bearing host role caused by the organism bearing pathogen role										
EFO:0000683	BFO:0000023		GENEPIO		replicate	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.										
OBI:0000947	BFO:0000023		GENEPIO		service provider role	is a role which inheres in a person or organization and is realized in in a planned process which provides access to training, materials or execution of protocols for an organization or person										
OBI:0001687	BFO:0000023		GENEPIO		contact representative role	A role inhering in a person who represents an institution, organization, or service provider and realized when communication is directed at them about the entity they represent.										
IDO:0000629	BFO:0000023		GENEPIO		host role	A role borne by an organism in virtue of the fact that it's extended organism contains a material entity other than the organism.										
GENEPIO:0001171	BFO:0000023		GENEPIO		organism role	a role which inheres in an organism and is realized by the process of being alive										
OBI:0000093	BFO:0000023		GENEPIO		patient role	a role which inheres in a person and is realized by the process of being under the care of a physician or health care provider										
OBI:0000112	BFO:0000023		GENEPIO		specimen role	a role borne by a material entity that is gained during a specimen collection process and that can be realized by use of the specimen in an investigation										
ENVO:00010483	BFO:0000024		GENEPIO	BFO:0000040	environmental material	A portion of environmental material is a fiat object part which forms the medium or part of the medium of an environmental system.										
ENVO:01000813	BFO:0000024		GENEPIO	ENVO:00002297	astronomical body part	A material part of an astronomical body.										
NCIT:C20587	BFO:0000027		GENEPIO		Age Group	Subgroups of populations based on age.										
NCIT:C14419	BFO:0000027		GENEPIO		Organism Strain	A population or type of organisms that is genetically different from others of the same species and possessing a set of defined characteristics.										
PCO:0000000	BFO:0000027		GENEPIO	BFO:0000040|BFO:0000040|PCO:0000031|PCO:0000031	collection of organisms	A material entity that consists of two or more organisms, viruses, or viroids.										
SO:0001026	BFO:0000027		GENEPIO		genome	A genome is the sum of genetic material within a cell or virion.										
IDO:0000509	BFO:0000027		GENEPIO		organism population	An aggregate of organisms of the same Species.										
NCIT:C77683	BFO:0000029		GENEPIO		Incision Site	The anatomic site of a cut made during surgery. The term may also refer to the resultant scar from the surgical procedure.										
ENVO:00000004	BFO:0000029		GENEPIO		administrative region											
ENVO:01000408	BFO:0000029		GENEPIO		environmental zone	A site which has its extent determined by the presence or influence of one or more components of an environmental system or the processes occurring therein.										
GENEPIO:0001886	BFO:0000029		GENEPIO		designated area on Earth											
GENEPIO:0001098	BFO:0000029		GENEPIO		tuberculosis disease anatomical site											
ENVO:00002004	BFO:0000030		GENEPIO	ENVO:00002297|ENVO:00002297	physical object of mesoscopic geological size	An object which is large enough to be visible to humans, but small enough that humans can handle the object (i.e. transport it, examine it, etc) in its entirety with little to no technological assistance.										
IAO:0000030	BFO:0000031		GENEPIO		information content entity	An information entity is an entity that represents information about some other entity.  For example, a measurement, a clustered data set.										
UBERON:0001062	BFO:0000040		GENEPIO		anatomical entity	Biological entity that is either an individual member of a biological species or constitutes the structural organization of an individual member of a biological species.										
CHEBI:24431	BFO:0000040		GENEPIO		chemical entity	A chemical entity is a physical entity of interest in chemistry including molecular entities, parts thereof, and chemical substances.										
ENVO:00002297	BFO:0000040		GENEPIO		environmental feature	A material entity which determines an environmental system.										
CHEBI:23367	BFO:0000040		GENEPIO	CHEBI:24431	molecular entity	Any constitutionally or isotopically distinct atom, molecule, ion, ion pair, radical, radical ion, complex, conformer etc., identifiable as a separately distinguishable entity.										
OBI:0100026	BFO:0000040		GENEPIO		organism	A material entity that is an individual living system, such as animal, plant, bacteria or virus, that is capable of replicating or reproducing, growth and maintenance in the right environment. An organism may be unicellular or made up, like humans, of many billions of cells divided into specialized tissues and organs.										
CHMO:0000993	BFO:0000040		GENEPIO		portion of material	An independent material continuant that is self-connected and retains its identity over time.										
RO:0002577	BFO:0000040		GENEPIO		system	A material entity consisting of multiple components that are causally integrated.										
OBI:0000427	BFO:0000040		GENEPIO		enzyme	(protein or rna) or has_part (protein or rna) and has_function some GO:0003824 (catalytic activity)										
GENEPIO:0001251	BFO:0000040		GENEPIO		exposure event person	The type of person a patient had epidemiological (i.e. close proximity) contact with.										
BFO:0000024	BFO:0000040		GENEPIO		fiat object part											
FOODON:03510136	BFO:0000040		GENEPIO		food consumer group	A food consumer group is a class of organism based on their heterotrophic requirements or preferences.										
FOODON:03500010	BFO:0000040		GENEPIO		food contact surface	The specific container or coating materials in direct contact with the food. Multiple values can be assigned. [FDA CFSAN 1995]										
FOODON:03490100	BFO:0000040		GENEPIO		food container or wrapping	Type of container or wrapping defined by the main container material, the container form, and the material of the liner lids or ends. Also type of container or wrapping by form; prefer description by material first, then by form.  [FDA CFSAN 1995]										
FOODON:03400361	BFO:0000040		GENEPIO		food product type	A food product type is a class of food products that is differentiated by its food composition, processing and/or consumption characteristics. This does not include brand name products but it may include generic food dish categories.										
GEO:000000370	BFO:0000040		GENEPIO		geographical entity											
NCIT:C79916	BFO:0000040		GENEPIO		investigative subject	An entity, either biologic or otherwise, of interest in an investigation. [def-source: NCI]										
BFO:0000030	BFO:0000040		GENEPIO		object											
BFO:0000027	BFO:0000040		GENEPIO		object aggregate											
PCO:0000031	BFO:0000040		GENEPIO		organismal entity	A material entity that is one or more organisms, viruses or viroids.										
OBI:0000245	BFO:0000040		GENEPIO		organization	An entity that can bear roles, has members, and has a set of organization rules. Members of organizations are either organizations themselves or individual people. Members can bear specific organization member roles that are determined in the organization rules. The organization rules also determine how decisions are made on behalf of the organization by the organization members.										
FOODON:03420116	BFO:0000040		GENEPIO		part of plant or animal	Anatomical part of the plant or animal from which the food product or its major ingredient is derived, e.g., *LEAF*, *ROOT OR TUBER*, *ORGAN MEAT*, *MILK* OR *EGG*; it also includes components of parts, such as *CREAM*, and extracts, concentrates or isolates, such as *PROTEIN EXTRACT* or *SUGAR*.										
OBI:0000181	BFO:0000040		GENEPIO		population	a population is a collection of individuals from the same taxonomic class living, counted or sampled at a particular site or in a particular area										
OBI:0000047	BFO:0000040		GENEPIO		processed material	Is a material entity that is created or changed during material processing.										
OBI:0100051	BFO:0000040		GENEPIO		specimen	A material entity that has the specimen role.										
GENEPIO:0002094	BFO:0000040		GENEPIO		specimen extraction device	The tool or device used to extract a specimen.										
GENEPIO:0000134	BFO:0000040		GENEPIO		specimen source substance	A specimen source substance is an organism substance or food product or environmental substance from which the specimen was extracted.										
IDO:0000543	BFO:0000040		GENEPIO		vehicle of infectious agent	A material entity bearing an infectious agent vehicle role.										
OBI:1110034	BFO:0000040		GENEPIO		antigen	is a material entity that has the antigen role										
FOODON:03480020	BFO:0000040		GENEPIO		food packing medium	The medium in which the food is packed for preservation and handling or the medium surrounding homemade foods, e.g., peaches cooked in sugar syrup. The packing medium may provide a controlled environment for the food. It may also serve to improve palatability and consumer appeal.										
BFO:0000142	BFO:0000140		GENEPIO		one-dimensional continuant fiat boundary											
BFO:0000146	BFO:0000140		GENEPIO		two-dimensional continuant fiat boundary											
BFO:0000147	BFO:0000140		GENEPIO		zero-dimensional continuant fiat boundary											
STATO:0000184	BFO:0000141		GENEPIO		ratio	A ratio is a data item which is formed with two numbers r and s is written r/s, where r is the numerator and s is the denominator. The ratio of r to s is equivalent to the quotient r/s.  										
UO:0000000	BFO:0000141		GENEPIO		unit	A unit of measurement is a standardized quantity of a physical quality.										
BFO:0000140	BFO:0000141		GENEPIO		continuant fiat boundary	b is a continuant fiat boundary = Def. b is an immaterial entity that is of zero, one or two dimensions and does not include a spatial region as part. (axiom label in BFO2 Reference: [029-001])										
GENEPIO:0001859	BFO:0000141		GENEPIO		n-dimensional concept	This covers the description of data and abstract structure in n-dimensional space.  Within space there are coordinate systems, coordinates, and entities made up of coordinates.										
GENEPIO:0001900	BFO:0000141		GENEPIO		set											
BFO:0000029	BFO:0000141		GENEPIO		site											
BFO:0000006	BFO:0000141		GENEPIO		spatial region											
CHEBI:35692	CHEBI:131927		GENEPIO	CHEBI:33575	dicarboxylic acid	Any carboxylic acid containing two carboxy groups.										
CHEBI:134958	CHEBI:13248		GENEPIO	CHEBI:22160|GENEPIO:0001097	thioacetazone											
CHEBI:15379	CHEBI:138675		GENEPIO	CHEBI:25362|CHEBI:33263	dioxygen											
CHEBI:27666	CHEBI:15369		GENEPIO		actinomycin D											
CHEBI:6909	CHEBI:15734		GENEPIO	CHEBI:24780|CHEBI:35716	metronidazole	A member of the class of imidazoles substituted at C-1, -2 and -5 with 2-hydroxyethyl, nitro and methyl groups respectively. It has activity against anaerobic bacteria and protozoa, and has a radiosensitising effect on hypoxic tumour cells. It may be given by mouth in tablets, or as the benzoate in an oral suspension. The hydrochloride salt can be used in intravenous infusions. Metronidazole is a prodrug and is selective for anaerobic bacteria due to their ability to intracellularly reduce the nitro group of metronidazole to give nitroso-containing intermediates. These can covalently bind to DNA, disrupting its helical structure, inducing DNA strand breaks and inhibiting bacterial nucleic acid synthesis, ultimately resulting in bacterial cell death.										
CHEBI:16541	CHEBI:15841		GENEPIO		protein polypeptide chain	A naturally occurring polypeptide synthesized at the ribosome.										
