id	parent_id	language	ontology	other_parents	label	definition	ul_label	ui_definition	ui_help	deprecated	replaced_by	oboInOwl_hasSynonym	oboInOwl_hasBroadSynonym	oboInOwl_hasExactSynonym	oboInOwl_hasNarrowSynonym	IAO_0000118
UBERON:0003134	ARO:3004430			UBERON:0003133	female reproductive organ	A female organ involved in reproduction										
UBERON:0003135	ARO:3004430			UBERON:0003133	male reproductive organ	A male organ involved in reproduction										
DOID:10690	ARO:3004430			DOID:3463	mastitis											
DOID:1579	ARO:3004430			DOID:7	respiratory system disease	A disease of anatomical entity that located_in the respiratory system which extends from the nasal sinuses to the diaphragm.										
DOID:37	ARO:3004430			DOID:16	skin disease	An integumentary system disease that is located_in skin.										
UBERON:0001003	ARO:3004430			UBERON:0007376|UBERON:3000961	skin epidermis	The outer epithelial layer of the skin that is superficial to the dermis.										
SYMP:0000092	ARO:3004430			SYMP:0000488	skin lesion	Skin lesion is a skin and integumentary tissue symptom characterized as an abnormal change in structure of the skin that is especially circumscribed and well defined due to injury or disease.										
ARO:3004433	ARO:3004431				non wild-type	A microbe whose susceptibility to antibiotics differs from that of a reference susceptible microbe, meaning that the microbe is resistant to the particular antibiotic.										
ARO:3004432	ARO:3004431				wild-type	A microbe whose susceptibility to antibiotics is comparable to that of a reference susceptible microbe, meaning that the microbe is sensitive to the particular antibiotic.										
ARO:3004300	ARO:3004440				intermediate antimicrobial phenotype	Intermediate sensitivity of a bacterial strain to a given antibiotic occurs when it is inhibited by a concentration of the drug that is associated with uncertain therapeutic effect. The elimination of intermediate phenotype bacteria may depend on the site of infection and/or the concentration of the administered drug.										
ARO:3004303	ARO:3004440				nonsusceptible antimicrobial phenotype	A bacterial strain is said to be nonsusceptible to a given antibiotic drug if it demonstrates either an intermediate or resistant phenotype when exposed to a concentration of a drug that is associated with a high likelihood of therapeutic failure, i.e. if the bacterial strain is not susceptible to the antibiotic drug but not necessarily totally resistant under all conditions.										
ARO:3004301	ARO:3004440				resistant antimicrobial phenotype	A bacterial strain is said to be resistant to a given antibiotic when it is inhibited in vitro by a concentration of this drug that is associated with a high likelihood of therapeutic failure.										
ARO:3004304	ARO:3004440				susceptible dose dependent antimicrobial phenotype	A bacterial strain is said to be susceptible-dose dependent (SDD) to a given antibiotic when growth is inhibited with a high likelihood of therapeutic success, but when multiple approved dosing options exist. When a higher or more frequent dose is used, the predicted therapeutic result is the same as for susceptible individuals.										
ARO:3004302	ARO:3004440				susceptible antimicrobial phenotype	A bacterial strain is said to be susceptible to a given antibiotic when it is inhibited in vitro by a concentration of a drug that is associated with a high likelihood of therapeutic success										
BFO:0000002	BFO:0000001				continuant	An entity that exists in full at any time in which it exists at all, persists through time while maintaining its identity and has no temporal parts.										
BFO:0000003	BFO:0000001				occurrent	An entity that has temporal parts and that happens, unfolds or develops through time.										
BFO:0000031	BFO:0000002				generically dependent continuant	b is a generically dependent continuant = Def. b is a continuant that g-depends_on one or more other entities. (axiom label in BFO2 Reference: [074-001])										
BFO:0000004	BFO:0000002				independent continuant	b is an independent continuant = Def. b is a continuant which is such that there is no c and no t such that b s-depends_on c at t. (axiom label in BFO2 Reference: [017-002])										
BFO:0000020	BFO:0000002				specifically dependent continuant	b is a specifically dependent continuant = Def. b is a continuant & there is some independent continuant c which is not a spatial region and which is such that b s-depends_on c at every time t during the course of b’s existence. (axiom label in BFO2 Reference: [050-003])										
BFO:0000015	BFO:0000003				process	p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])										
UBERON:0000000	BFO:0000003				processual entity	An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.										
BFO:0000035	BFO:0000003				process boundary	p is a process boundary =Def. p is a temporal part of a process & p has no proper temporal parts. (axiom label in BFO2 Reference: [084-001])										
BFO:0000011	BFO:0000003				spatiotemporal region											
BFO:0000008	BFO:0000003				temporal region											
BFO:0000040	BFO:0000004				material entity	An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.										
BFO:0000141	BFO:0000004				immaterial entity											
BFO:0000026	BFO:0000006				one-dimensional spatial region											
BFO:0000028	BFO:0000006				three-dimensional spatial region											
BFO:0000009	BFO:0000006				two-dimensional spatial region											
BFO:0000018	BFO:0000006				zero-dimensional spatial region											
BFO:0000038	BFO:0000008				one-dimensional temporal region											
BFO:0000148	BFO:0000008				zero-dimensional temporal region											
GO:0008150	BFO:0000015				biological process	The activities of living organisms that support life in single- or multi-cellular organisms from their origin through the progression of life.										
EFO:0000399	BFO:0000015				developmental stage	A developmental stage is spatiotemporal region encompassing some part of the life cycle of an organism, e.g. blastula stage										
OGMS:0000063	BFO:0000015				disease course	The totality of all processes through which a given disease instance is realized.										
OBI:0000011	BFO:0000015				planned process	A processual entity that realizes a plan which is the concretization of a plan specification.										
ENVO:02500000	BFO:0000015				environmental system process	A process in which includes the components of an environmental system as participants.										
FOODON:00002451	BFO:0000015				food transformation process	A process involving the physical transformation of a food source or food product into some derived organic material or food product										
BFO:0000182	BFO:0000015				history											
GENEPIO:0001444	BFO:0000015				human general activity											
IDO:0000502	BFO:0000015			GENEPIO:0001432	infectious disease epidemic	A process of infectious disease realizations and for which there is a statistically significant increase in the infectious disease incidence of a population.										
APOLLO_SV:00000140	BFO:0000015				infectious period											
APOLLO_SV:00000118	BFO:0000015				latent period											
BFO:0000144	BFO:0000015				process profile	b is a process_profile =Def. there is some process c such that b process_profile_of c (axiom label in BFO2 Reference: [093-002])										
DOID:4	BFO:0000016			GENEPIO:0002018	disease	A disease is a disposition (i) to undergo pathological processes that (ii) exists in an organism because of one or more disorders in that organism.										
BFO:0000034	BFO:0000016				function											
IDO:0000451	BFO:0000016				invasive disposition	A disposition borne by an infectious agent that is the disposition to penetrate the epithelial barriers of an organism of another Species.										
IDO:0000444	BFO:0000016				protective resistance	A disposition that inheres in a material entity in virtue of the fact that the entity has a part (e.g. a gene product), which itself has a disposition to mitigate damage to the entity.										
OGMS:0000031	BFO:0000016				disease	A disposition (i) to undergo pathological processes that (ii) exists in an organism because of one or more disorders in that organism.										
BFO:0000016	BFO:0000017				disposition											
BFO:0000023	BFO:0000017			BFO:0000020	role	A realizable entity  the manifestation of which brings about some result or end that is not essential to a continuant  in virtue of the kind of thing that it is but that can be served or participated in by that kind of continuant  in some kinds of natural, social or institutional contexts.										
PATO:0001241	BFO:0000019			PATO:0000001	physical object quality	A quality which inheres in a continuant.										
PATO:0000068	BFO:0000019			PATO:0000001	qualitative											
SYMP:0000462	BFO:0000019				symptom	A symptom is a perceived change in function, sensation, loss, disturbance or appearance reported by a patient indicative of a disease.										
BFO:0000145	BFO:0000019				relational quality	b is a relational quality = Def. for some independent continuants c, d and for some time t: b quality_of c at t & b quality_of d at t. (axiom label in BFO2 Reference: [057-001])										
HP:0012830	BFO:0000019															
PATO:0000001	BFO:0000020				quality	A dependent entity that inheres in a bearer by virtue of how the bearer is related to other entities										
BFO:0000019	BFO:0000020				quality											
BFO:0000017	BFO:0000020				realizable entity	A specifically dependent continuant  that inheres in continuant  entities and are not exhibited in full at every time in which it inheres in an entity or group of entities. The exhibition or actualization of a realizable entity is a particular manifestation, functioning or process that occurs under certain circumstances.										
CHEBI:24432	BFO:0000023				biological role	A role played by the molecular entity or part thereof within a biological context.										
OBI:0000571	BFO:0000023				manufacturer role	Manufacturer role is a role which inheres in a person or organization and which is realized by a manufacturing process.										
OBI:0000718	BFO:0000023			GENEPIO:0001172|GENEPIO:0001172	pathogen role	pathogen role is a role which inheres in an organism and realized in the process of disease course in the organism bearing host role caused by the organism bearing pathogen role										
EFO:0000683	BFO:0000023				replicate	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.										
OBI:0000947	BFO:0000023				service provider role	is a role which inheres in a person or organization and is realized in in a planned process which provides access to training, materials or execution of protocols for an organization or person										
OBI:0001687	BFO:0000023				contact representative role	A role inhering in a person who represents an institution, organization, or service provider and realized when communication is directed at them about the entity they represent.										
IDO:0000629	BFO:0000023				host role	A role borne by an organism in virtue of the fact that it's extended organism contains a material entity other than the organism.										
GENEPIO:0001251	BFO:0000023				human exposure event - social role	The role of a person with respect to an epidemiological contact situation										
GENEPIO:0001171	BFO:0000023				organism role	a role which inheres in an organism and is realized by the process of being alive										
OBI:0000093	BFO:0000023				patient role	a role which inheres in a person and is realized by the process of being under the care of a physician or health care provider										
OBI:0000112	BFO:0000023				specimen role	a role borne by a material entity that is gained during a specimen collection process and that can be realized by use of the specimen in an investigation										
ENVO:00010483	BFO:0000024			BFO:0000040	environmental material	A portion of environmental material is a fiat object which forms the medium or part of the medium of an environmental system.										
ENVO:01000813	BFO:0000024			ENVO:00002297	astronomical body part	A material part of an astronomical body.										
PCO:0000000	BFO:0000027			BFO:0000040|BFO:0000040|PCO:0000031|PCO:0000031	collection of organisms	A material entity that consists of two or more organisms, viruses, or viroids.										
IDO:0000509	BFO:0000027				organism population	An aggregate of organisms of the same Species.										
NCIT:C77683	BFO:0000029				Incision Site	The anatomic site of a cut made during surgery. The term may also refer to the resultant scar from the surgical procedure.										
ENVO:00000004	BFO:0000029				administrative region											
ENVO:01000408	BFO:0000029				environmental zone	A site which has its extent determined by the presence or influence of one or more components of an environmental system or the processes occurring therein.										
GENEPIO:0001886	BFO:0000029				designated area on Earth											
ENVO:00002004	BFO:0000030			ENVO:00002297|ENVO:00002297	physical object of mesoscopic geological size	An object which is large enough to be visible to humans, but small enough that humans can handle the object (i.e. transport it, examine it, etc) in its entirety with little to no technological assistance.										
IAO:0000030	BFO:0000031				information content entity	A generically dependent continuant that is about some thing.										
UBERON:0001062	BFO:0000040				anatomical entity	Biological entity that is either an individual member of a biological species or constitutes the structural organization of an individual member of a biological species.										
CHEBI:24431	BFO:0000040				chemical entity	A chemical entity is a physical entity of interest in chemistry including molecular entities, parts thereof, and chemical substances.										
ENVO:00002297	BFO:0000040				environmental feature	A material entity which determines an environmental system.										
CHEBI:23367	BFO:0000040			CHEBI:24431	molecular entity	Any constitutionally or isotopically distinct atom, molecule, ion, ion pair, radical, radical ion, complex, conformer etc., identifiable as a separately distinguishable entity.										
CHMO:0000993	BFO:0000040				portion of material	An independent material continuant that is self-connected and retains its identity over time.										
RO:0002577	BFO:0000040				system	A material entity consisting of multiple components that are causally integrated.										
OBI:0000427	BFO:0000040				enzyme	(protein or rna) or has_part (protein or rna) and has_function some GO:0003824 (catalytic activity)										
BFO:0000024	BFO:0000040				fiat object part											
FOODON:03510136	BFO:0000040			GENEPIO:0001532	food consumer group	A food consumer group is a class of organism based on their heterotrophic requirements or preferences.										
FOODON:03500010	BFO:0000040			GENEPIO:0001532	food contact surface	The specific container or coating materials in direct contact with the food. Multiple values can be assigned. [FDA CFSAN 1995]										
FOODON:03490100	BFO:0000040			GENEPIO:0001532	food container or wrapping	Type of container or wrapping defined by the main container material, the container form, and the material of the liner lids or ends. Also type of container or wrapping by form; prefer description by material first, then by form.  [FDA CFSAN 1995]										
FOODON:03400361	BFO:0000040				food product type	A food product type is a class of food products that is differentiated by its food composition, processing and/or consumption characteristics. This does not include brand name products but it may include generic food dish categories.										
GEO:000000370	BFO:0000040				geographical entity											
NCIT:C79916	BFO:0000040				investigative subject	An entity, either biologic or otherwise, of interest in an investigation. [def-source: NCI]										
BFO:0000030	BFO:0000040				object											
BFO:0000027	BFO:0000040				object aggregate											
OBI:0100026	BFO:0000040				organism	A material entity that is an individual living system, such as animal, plant, bacteria or virus, that is capable of replicating or reproducing, growth and maintenance in the right environment. An organism may be unicellular or made up, like humans, of many billions of cells divided into specialized tissues and organs.										
PCO:0000031	BFO:0000040				organismal entity	A material entity that is one or more organisms, viruses or viroids.										
OBI:0000245	BFO:0000040				organization	An entity that can bear roles, has members, and has a set of organization rules. Members of organizations are either organizations themselves or individual people. Members can bear specific organization member roles that are determined in the organization rules. The organization rules also determine how decisions are made on behalf of the organization by the organization members.										
FOODON:03420116	BFO:0000040			GENEPIO:0001532	part of plant or animal	Anatomical part of the plant or animal from which the food product or its major ingredient is derived, e.g., *LEAF*, *ROOT OR TUBER*, *ORGAN MEAT*, *MILK* OR *EGG*; it also includes components of parts, such as *CREAM*, and extracts, concentrates or isolates, such as *PROTEIN EXTRACT* or *SUGAR*.										
OBI:0000181	BFO:0000040				population	a population is a collection of individuals from the same taxonomic class living, counted or sampled at a particular site or in a particular area										
OBI:0000047	BFO:0000040				processed material	Is a material entity that is created or changed during material processing.										
OBI:0100051	BFO:0000040				specimen	A material entity that has the specimen role.										
GENEPIO:0000134	BFO:0000040				specimen source substance	A specimen source substance is an organism substance or food product or environmental substance from which the specimen was extracted.										
IDO:0000543	BFO:0000040				vehicle of infectious agent	A material entity bearing an infectious agent vehicle role.										
OBI:1110034	BFO:0000040				antigen	is a material entity that has the antigen role										
FOODON:03480020	BFO:0000040			GENEPIO:0001532	food packing medium	The medium in which the food is packed for preservation and handling or the medium surrounding homemade foods, e.g., peaches cooked in sugar syrup. The packing medium may provide a controlled environment for the food. It may also serve to improve palatability and consumer appeal.										
BFO:0000142	BFO:0000140				one-dimensional continuant fiat boundary											
BFO:0000146	BFO:0000140				two-dimensional continuant fiat boundary											
BFO:0000147	BFO:0000140				zero-dimensional continuant fiat boundary											
STATO:0000184	BFO:0000141				ratio	A ratio is a data item which is formed with two numbers r and s is written r/s, where r is the numerator and s is the denominator. The ratio of r to s is equivalent to the quotient r/s.  										
UO:0000000	BFO:0000141				unit	A unit of measurement is a standardized quantity of a physical quality.										
BFO:0000140	BFO:0000141				continuant fiat boundary	b is a continuant fiat boundary = Def. b is an immaterial entity that is of zero, one or two dimensions and does not include a spatial region as part. (axiom label in BFO2 Reference: [029-001])										
GENEPIO:0001859	BFO:0000141				n-dimensional concept	This covers the description of data and abstract structure in n-dimensional space.  Within space there are coordinate systems, coordinates, and entities made up of coordinates.										
GENEPIO:0001900	BFO:0000141				set											
BFO:0000029	BFO:0000141				site											
BFO:0000006	BFO:0000141				spatial region											
CHEBI:35692	CHEBI:131927			CHEBI:33575	dicarboxylic acid	Any carboxylic acid containing two carboxy groups.										
CHEBI:134958	CHEBI:13248			CHEBI:22160|GENEPIO:0001097	thioacetazone											
CHEBI:15379	CHEBI:138675			CHEBI:25362|CHEBI:33263	dioxygen											
CHEBI:27666	CHEBI:15369				actinomycin D											
CHEBI:6909	CHEBI:15734			CHEBI:24780|CHEBI:35716	metronidazole	A member of the class of imidazoles substituted at C-1, -2 and -5 with 2-hydroxyethyl, nitro and methyl groups respectively. It has activity against anaerobic bacteria and protozoa, and has a radiosensitising effect on hypoxic tumour cells. It may be given by mouth in tablets, or as the benzoate in an oral suspension. The hydrochloride salt can be used in intravenous infusions. Metronidazole is a prodrug and is selective for anaerobic bacteria due to their ability to intracellularly reduce the nitro group of metronidazole to give nitroso-containing intermediates. These can covalently bind to DNA, disrupting its helical structure, inducing DNA strand breaks and inhibiting bacterial nucleic acid synthesis, ultimately resulting in bacterial cell death.										
CHEBI:16541	CHEBI:15841				protein polypeptide chain	A naturally occurring polypeptide synthesized at the ribosome.										
CHEBI:33696	CHEBI:15986			CHEBI:33839	nucleic acid	A macromolecule made up of nucleotide units and hydrolysable into certain pyrimidine or purine bases (usually adenine, cytosine, guanine, thymine, uracil), D-ribose or 2-deoxy-D-ribose and phosphoric acid.										
CHEBI:24397	CHEBI:16247			CHEBI:33563	glycophospholipid	Any phospholipid that contain both phosphate and carbohydrate as integral structural components.										
CHEBI:23449	CHEBI:16670				cyclic peptide											
CHEBI:23643	CHEBI:16670				depsipeptide	A natural or synthetic compound having a sequence of amino and hydroxy carboxylic acid residues (usually alpha-amino and alpha-hydroxy acids), commonly but not necessarily regularly alternating.										
CHEBI:24396	CHEBI:16670			CHEBI:63299	glycopeptide	Any carbohydrate derivative that consists of glycan moieties covalently attached to the side chains of the amino acid residues that constitute the peptide.										
CHEBI:46895	CHEBI:16670			CHEBI:18059	lipopeptide	A compound consisting of a peptide with attached lipid.										
CHEBI:25903	CHEBI:16670				peptide antibiotic											
CHEBI:15841	CHEBI:16670			CHEBI:33839	polypeptide	A peptide containing ten or more amino acid residues.										
PR:000000001	CHEBI:16670				protein	An amino acid chain that is produced de novo by ribosome-mediated translation of a genetically-encoded mRNA.										
CHEBI:4705	CHEBI:16991				double-stranded DNA											
CHEBI:51721	CHEBI:17087				alpha,beta-unsaturated ketone	A ketone of general formula R(1)R(2)C=CR(3)-C(=O)R(4) (R(4) =/= H) or R(1)C#C-C(=O)R(2) (R(2) =/= H) in which the ketonic C=O function is conjugated to an unsaturated C-C bond at the alpha,beta position.										
CHEBI:3992	CHEBI:17087				cyclic ketone											
CHEBI:28971	CHEBI:17334				ampicillin	A penicillin in which the substituent at position 6 of the penam ring is a 2-amino-2-phenylacetamido group.										
CHEBI:2956	CHEBI:17334			CHEBI:72588	azlocillin	A semisynthetic penicillin antibiotic used in treating infections caused by Pseudomonas aeruginosa, Escherichia coli, and Haemophilus influenzae.										
CHEBI:3393	CHEBI:17334				carbenicillin	A penicillin antibiotic having a 6beta-2-carboxy-2-phenylacetamido side-chain.										
CHEBI:49566	CHEBI:17334			CHEBI:72588	cloxacillin	A semisynthetic penicillin antibiotic carrying a 3-(2-chlorophenyl)-5-methylisoxazole-4-carboxamido group at position 6.										
CHEBI:4511	CHEBI:17334			CHEBI:23697	dicloxacillin	A penicillin that is 6-aminopenicillanic acid in which one of the amino hydrogens is replaced by a 3-(2,6-dichlorophenyl)-5-methyl-1,2-oxazol-4-yl]formyl group.										
CHEBI:5098	CHEBI:17334				flucloxacillin	A penicillin compound having a 6beta-[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-carboxamido] side-chain.										
CHEBI:18165	CHEBI:17334				isopenicillin N											
CHEBI:6827	CHEBI:17334				methicillin	A penicillin that is 6-aminopenicillanic acid in which one of the amino hydrogens is replaced by a 2,6-dimethoxybenzoyl group.										
CHEBI:6919	CHEBI:17334				mezlocillin	A penicillin in which the substituent at position 6 of the penam ring is a (2R)-2-[3-(methanesulfonyl)-2-oxoimidazolidine-1-carboxamido]-2-phenylacetamido group.										
CHEBI:7447	CHEBI:17334				nafcillin											
CHEBI:18203	CHEBI:17334				penicillin N											
CHEBI:88187	CHEBI:17334				penicillin allergen	Any penicillin which causes the onset of an allergic reaction.										
CHEBI:52429	CHEBI:17334				propicillin											
CHEBI:9587	CHEBI:17334			GENEPIO:0001187	ticarcillin	A penicillin compound having a 6beta-[(2R)-2-carboxy-2-thiophen-3-ylacetyl]amino side-group.										
CHEBI:31739	CHEBI:17478			CHEBI:24400|CHEBI:25105|CHEBI:26878|CHEBI:47622|CHEBI:50996|CHEBI:63353	josamycin	A macrolide antibiotic produced by certain strains of Streptomyces narbonensis var. josamyceticus.										
CHEBI:85260	CHEBI:17478			CHEBI:25106|CHEBI:25698|CHEBI:50996|CHEBI:63353	spiramycin I	A macrolide antibiotic produced by various Streptomyces species that is used to treat toxoplasmosis and various other infections of soft tissues.										
CHEBI:17658	CHEBI:17478			CHEBI:25022|CHEBI:25105|CHEBI:51689|CHEBI:63353|CHEBI:63367	tylosin	A macrolide antibiotic that is tylonolide having mono- and diglycosyl moieties attached to two of its hydroxy groups. It is found naturally as a fermentation product of Streptomyces fradiae.										
CHEBI:35740	CHEBI:18059			CHEBI:63299	liposaccharide											
